,,,,,,,,,,,,,,居酒屋,日本料理・郷土料理,すし・魚料理・シーフード,鍋,焼肉・ホルモン,焼き鳥・肉料理・串料理,和食,お好み焼き・粉物,ラーメン・麺料理,中華,イタリアン・フレンチ,洋食,欧米・各国料理,カレー,アジア・エスニック料理,オーガニック・創作料理,ダイニングバー・バー・ビアホール,お酒,カフェ・スイーツ,宴会・カラオケ・エンターテイメント,ファミレス・ファーストフード,その他の料理
3026,6431704,Sky High ,35.65635,139.711967,〒150-0002 東京都渋谷区渋谷2-3-4 青山TNビル,http://mobile.gnavi.co.jp/shop/6431704/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 11:00～20:00<BR>日 12:00～17:00,不定休日あり,"{'note': {}, 'line': '東京メトロ千代田線', 'walk': '徒歩8', 'station': '表参道駅', 'station_exit': 'B1口'}",1925,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3027,5107503,STARBUCKS COFFEE 南青山2丁目店 ,35.666803,139.720569,〒107-0062 東京都港区南青山2-26-37 NXB青山1F,http://mobile.gnavi.co.jp/shop/5107503/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 07:00～22:00<BR>土 08:00～22:00<BR>日・祝日 08:00～21:00,不定休日あり,"{'note': {}, 'line': '東京メトロ銀座線', 'walk': '徒歩1', 'station': '外苑前駅', 'station_exit': '1a口'}",2990,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3028,7278892,たまごKitchen 原宿オム ,35.666497,139.706681,〒150-0001 東京都渋谷区神宮前1-13-18 ,http://mobile.gnavi.co.jp/shop/7278892/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '明治神宮前駅', 'station_exit': '3番口'}",2637,1239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3029,1034680,香港屋台 九龍 原宿店 ,35.672297,139.710164,〒151-0051 東京都渋谷区千駄ヶ谷2-1-8 バルビゾン8番館　1F,http://mobile.gnavi.co.jp/shop/1034680/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩3', 'station': '北参道駅', 'station_exit': '2番口'}",2896,1361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3030,6130346,EXCELSIOR CAFFE エクセルシオール カフェ 渋谷宮益坂店 ,35.6566,139.706208,〒150-0002 東京都渋谷区渋谷1-14-8 宮益SKビル1F 2F,http://mobile.gnavi.co.jp/shop/6130346/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝日 07:00～23:00,{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '11番口'}",2857,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3031,6435277,コンフォート ,35.656419,139.709164,〒150-0002 東京都渋谷区渋谷2-14-16 B1F,http://mobile.gnavi.co.jp/shop/6435277/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩4', 'station': '渋谷駅', 'station_exit': '12番口'}",2733,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3032,6182359,CIGAR BAR Chardonnay ,35.664922,139.710025,〒150-0001 東京都渋谷区神宮前4-26-18 原宿ピアザビルB1F,http://mobile.gnavi.co.jp/shop/6182359/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 カフェ：12:00～18:00<BR>月～木・土 バー：18:00～翌02:00<BR>金 バー：18:00～翌04:00<BR>祝日 バー：18:00～翌02:00,毎週日曜日,"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '明治神宮前駅', 'station_exit': 'エレベーター専用口'}",2367,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3033,6102038,KURA 渋谷店 ,35.657353,139.705219,〒150-0002 東京都渋谷区渋谷1-24-7 1F,http://mobile.gnavi.co.jp/shop/6102038/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '10番口'}",2155,1013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3034,7195058,ITEMAE ,35.660286,139.697564,〒150-0047 東京都渋谷区神山町10-14 ,http://mobile.gnavi.co.jp/shop/7195058/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 昼の部：11:30～15:00<BR>月～土 夜の部：18:00～翌03:00<BR>日 18:00～24:00,無,"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩8', 'station': '渋谷駅', 'station_exit': '3a口'}",1695,797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,6358515,ファウスト ,35.655275,139.695083,〒150-0046 東京都渋谷区松濤2-14-12 ,http://mobile.gnavi.co.jp/shop/6358515/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '神泉駅', 'station_exit': '北口'}",1751,823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3036,6939580,ライスプラス ,35.652156,139.697411,〒150-0044 東京都渋谷区円山町28-8 第18宮庭マンション 1F奥の白い扉,http://mobile.gnavi.co.jp/shop/6939580/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '神泉駅', 'station_exit': '南口'}",2318,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3037,6923320,マモケバブ ,35.664,139.707533,〒150-0001 東京都渋谷区神宮前6-29-6 CB原宿,http://mobile.gnavi.co.jp/shop/6923320/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '明治神宮前駅', 'station_exit': '7番口'}",2055,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3038,7205619,バール ウギャッデ ,35.658947,139.71445,〒107-0062 東京都港区南青山5-10-12 青山EDGE 1F,http://mobile.gnavi.co.jp/shop/7205619/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ千代田線', 'walk': '徒歩3', 'station': '表参道駅', 'station_exit': 'B1口'}",2094,984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3039,5030248,昌 ,35.664108,139.708997,〒150-0001 東京都渋谷区神宮前6-7-16 ,http://mobile.gnavi.co.jp/shop/5030248/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩2', 'station': '明治神宮前駅', 'station_exit': '神宮前交差点方面改札口'}",3320,1560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,6354475,JBS ,35.653811,139.700033,〒150-0043 東京都渋谷区道玄坂1-17-10 ,http://mobile.gnavi.co.jp/shop/6354475/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '渋谷駅', 'station_exit': '西口'}",2713,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3041,6413576,酢重ダイニング 渋谷ヒカリエ店 ,35.655786,139.7067,〒150-0002 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ6F,http://mobile.gnavi.co.jp/shop/6413576/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 11:00～23:00<BR>月～日・祝日 昼食：11:00～17:00(L.O.17:00),無,"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '15番口'}",1987,934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,1017438,7th floor ,35.655264,139.698567,〒150-0044 東京都渋谷区円山町2-3 O-WESTビル7F,http://mobile.gnavi.co.jp/shop/1017438/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '神泉駅', 'station_exit': '北口'}",2680,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3043,6842431,ビストロBAR × 防音個室 澁家・桜丘荘～Bettei～ ,35.652947,139.7054,〒150-0031 東京都渋谷区桜丘町3-4 黒川ビル2F 201,http://mobile.gnavi.co.jp/shop/6842431/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝前日・祝日 ディナー：17:00～翌5:00(L.O.4:00)(※お客様の盛り上がりにより、延長営業あり。<BR>※お問い合わせ時間は【11:00～23:00】となります。),{},"{'note': {}, 'line': 'ＪＲ', 'walk': '徒歩2', 'station': '渋谷駅', 'station_exit': {}}",2482,1167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3044,7173361,濱田家 渋谷ヒカリエ ShinQs店 ,35.655786,139.7067,〒150-0002 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ ShinQs B2F,http://mobile.gnavi.co.jp/shop/7173361/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 10:00～21:00,無,"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '15番口'}",2132,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3045,7063779,居酒屋 喜楽 ,35.652658,139.708725,〒150-0002 東京都渋谷区渋谷3-15-2 コンパルビル5F,http://mobile.gnavi.co.jp/shop/7063779/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金・祝前日 11:30～13:30(L.O.13:30)<BR>月～金・祝前日 17:00～23:30(L.O.23:30),毎週土・日曜日 祝日,"{'note': {}, 'line': 'ＪＲ埼京線', 'walk': '徒歩2', 'station': '渋谷駅', 'station_exit': '新南口'}",2771,1302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,7073690,Karin堂 ,35.651653,139.7064,〒150-0031 東京都渋谷区桜丘町7-13 ,http://mobile.gnavi.co.jp/shop/7073690/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': 'ＪＲ埼京線', 'walk': '徒歩6', 'station': '渋谷駅', 'station_exit': '西口'}",2503,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3047,5748915,九州料理 たもいやんせ 渋谷店 ,35.651936,139.695947,〒150-0045 東京都渋谷区神泉町10-10 神泉ビル1F,http://mobile.gnavi.co.jp/shop/5748915/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：11:00～15:00<BR>月～木 18:00～翌01:00<BR>金 18:00～翌02:00<BR>土・日・祝日 17:00～翌01:00,無,"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '神泉駅', 'station_exit': '南口'}",2808,1320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,6007131,華暦 ,35.659503,139.698486,〒150-0042 東京都渋谷区宇田川町41-26 ,http://mobile.gnavi.co.jp/shop/6007131/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 17:00～翌01:00(L.O.24:15)<BR>土 17:00～22:30(L.O.21:45),{},"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩7', 'station': '渋谷駅', 'station_exit': '3a口'}",2834,1332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,6378344,PARIYA AOYAMA ,35.660364,139.712947,〒107-0061 東京都港区北青山3-12-14 ,http://mobile.gnavi.co.jp/shop/6378344/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 11:30～23:00<BR>日・祝日 11:30～22:00,無,"{'note': {}, 'line': '東京メトロ千代田線', 'walk': '徒歩3', 'station': '表参道駅', 'station_exit': 'B2口'}",2796,1314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3050,6915511,タベラ ,35.659622,139.698064,〒150-0042 東京都渋谷区宇田川町37-18 トツネビル1F,http://mobile.gnavi.co.jp/shop/6915511/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '3a口'}",3242,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3051,6185309,かにチャーハンの店 渋谷店 ,35.658042,139.701083,〒150-0042 東京都渋谷区宇田川町31-4 篠田ビル3F,http://mobile.gnavi.co.jp/shop/6185309/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～日 11:30～15:30<BR>火～日 17:00～22:00,{},"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩3', 'station': '渋谷駅', 'station_exit': '3a口'}",1914,900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3052,6269641,ひょっとこや ,35.652253,139.703164,〒150-0031 東京都渋谷区桜丘町23-21 ,http://mobile.gnavi.co.jp/shop/6269641/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': 'ＪＲ埼京線', 'walk': '徒歩5', 'station': '渋谷駅', 'station_exit': '西口'}",2843,1336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,5421015,福よし ,35.666244,139.710364,〒150-0001 東京都渋谷区神宮前4-28-24 ,http://mobile.gnavi.co.jp/shop/5421015/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩3', 'station': '明治神宮前駅', 'station_exit': '神宮前交差点方面改札口'}",1911,898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,6202586,daylight kitchen ,35.652669,139.703144,〒150-0031 東京都渋谷区桜丘町23-18 ビジョナリーアーツ1F,http://mobile.gnavi.co.jp/shop/6202586/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝日 11:00～23:00(L.O.22:00),{},"{'note': {}, 'line': 'ＪＲ埼京線', 'walk': '徒歩4', 'station': '渋谷駅', 'station_exit': '西口'}",2156,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3055,5524031,マルシェドゥメトロ ,35.661825,139.715067,〒107-0061 東京都港区北青山3-6-12 ,http://mobile.gnavi.co.jp/shop/5524031/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': {}, 'walk': {}, 'station': {}, 'station_exit': {}}",3730,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,6209259,Craftheads ,35.660728,139.703519,〒150-0041 東京都渋谷区神南1-13-10 B-1,http://mobile.gnavi.co.jp/shop/6209259/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},火～金 17:00～24:00<BR>土 15:00～24:00<BR>日・祝日 15:00～22:00,毎週月曜日,"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩5', 'station': '渋谷駅', 'station_exit': '13番口'}",1768,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3057,5398338,寿園 ,35.650383,139.702381,〒150-0032 東京都渋谷区鶯谷町19-19 ,http://mobile.gnavi.co.jp/shop/5398338/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': 'ＪＲ埼京線', 'walk': '徒歩7', 'station': '渋谷駅', 'station_exit': '西口'}",3067,1441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3058,1021469,炭火焼だいにんぐ「わたみん家」渋谷道玄坂店 ,35.654164,139.699811,〒150-0043 東京都渋谷区道玄坂1-18-7 道玄坂プラザ仁科屋ビルB1F,http://mobile.gnavi.co.jp/shop/1021469/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～木・日 17:00～翌03:00<BR>金・土 17:00～翌05:00(金土曜及び祝休日の前日は5:00迄),{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩4', 'station': '神泉駅', 'station_exit': '南口'}",2789,1311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,7055961,名代・富士そば・道玄坂店 ,35.654636,139.702842,〒150-0043 東京都渋谷区道玄坂1-5-3 森下渋谷第2ビル1F,http://mobile.gnavi.co.jp/shop/7055961/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩2', 'station': '渋谷駅', 'station_exit': '西口'}",3513,1651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,1020136,明日葉 ,35.660081,139.714536,〒107-0062 東京都港区南青山5-9-1 ,http://mobile.gnavi.co.jp/shop/1020136/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ千代田線', 'walk': '徒歩1', 'station': '表参道駅', 'station_exit': 'B1口'}",2387,1122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,6297397,山之内 神宮前店 ,35.668867,139.716017,〒150-0001 東京都渋谷区神宮前3-38-11 ,http://mobile.gnavi.co.jp/shop/6297397/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ銀座線', 'walk': '徒歩7', 'station': '外苑前駅', 'station_exit': '3番口'}",1703,800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3062,6274121,BAR NESSA ,35.655369,139.701928,〒150-0043 東京都渋谷区道玄坂2-7-6 星輝ビルB1F,http://mobile.gnavi.co.jp/shop/6274121/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 18:00～翌05:00(L.O.04:30),毎週日曜日,"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '西口'}",2422,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3063,6201563,立喰い寿司 魚がし日本一 渋谷センター街店 ,35.657217,139.702075,〒150-0042 東京都渋谷区宇田川町25-6 ,http://mobile.gnavi.co.jp/shop/6201563/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～土 11:30～23:30<BR>日・祝日 11:30～23:00,{},"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩2', 'station': '渋谷駅', 'station_exit': '3番口'}",3609,1696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,7277485,麺屋大和田 ,35.654444,139.702322,〒150-0043 東京都渋谷区道玄坂1-6-7 道玄坂鈴木ビル1F,http://mobile.gnavi.co.jp/shop/7277485/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '西口(京王)'}",2973,1397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,5305998,松よし ,35.667939,139.711186,〒150-0001 東京都渋谷区神宮前3-25-7 ,http://mobile.gnavi.co.jp/shop/5305998/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩5', 'station': '明治神宮前駅', 'station_exit': 'エレベーター専用口'}",2893,1360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,5641666,串かつ でんがな 渋谷店 ,35.655122,139.7065,〒150-0002 東京都渋谷区渋谷2-22-10 タキザワビル1F,http://mobile.gnavi.co.jp/shop/5641666/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '15番口'}",3276,1540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,6267735,スパゲティーのパンチョ 渋谷店 ,35.655822,139.702436,〒150-0043 東京都渋谷区道玄坂2-6-2 B1F,http://mobile.gnavi.co.jp/shop/6267735/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日・祝日 11:30～23:00,年中無休,"{'note': {}, 'line': '東京メトロ半蔵門線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '2番口'}",1977,929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3068,6349442,おやつカフェ 菓頬 ,35.667058,139.710408,〒150-0001 東京都渋谷区神宮前3-22-11 九州屋ビル2F,http://mobile.gnavi.co.jp/shop/6349442/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩4', 'station': '明治神宮前駅', 'station_exit': '神宮前交差点方面改札口'}",2371,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3069,6743602,炭火焼肉 モクモク 渋谷店 ,35.655328,139.701842,〒150-0043 東京都渋谷区道玄坂2-7-4 戸崎ビル2F,http://mobile.gnavi.co.jp/shop/6743602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '京王井の頭線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '西口'}",2233,1050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,6185462,アンデルセン 【東急百貨店 渋谷駅 東横店 東急フードショー】 ,35.655444,139.704092,〒150-8319 東京都渋谷区渋谷2-24-1 東急百貨店渋谷駅・東横店西館地下1F,http://mobile.gnavi.co.jp/shop/6185462/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{}, 10:00～21:00,無,"{'note': {}, 'line': 'JR山手線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': {}}",1468,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3071,6362209,APOC ,35.657767,139.717578,〒107-0062 東京都港区南青山5-16-3 2F,http://mobile.gnavi.co.jp/shop/6362209/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},{},"{'note': {}, 'line': '東京メトロ千代田線', 'walk': '徒歩6', 'station': '表参道駅', 'station_exit': 'B1口'}",2448,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3072,6273424,EST ,35.656761,139.705814,〒150-0002 東京都渋谷区渋谷1-14-14 ,http://mobile.gnavi.co.jp/shop/6273424/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～木・日 10:00～翌4:30<BR>金・土・祝前日 10:00～翌5:30,{},"{'note': {}, 'line': '地下鉄半蔵門線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': {}}",1500,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3073,6662512,JUNK CAFE TOKYO 渋谷 ,35.654514,139.698869,〒150-0044 東京都渋谷区円山町3-2 後藤ビル1F,http://mobile.gnavi.co.jp/shop/6662512/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～金 ランチ：12:00～15:00、カフェ：15:00～18:00、バー：18:00～翌5:00<BR>土 カフェ：15:00～18:00<BR>土 バー：18:00～翌5:00<BR>祝前日 バー：18:00～翌5:00,"毎週日曜日 祝日<BR>※※イベントや宴会のご予約時は営業
※上記除き営業する場合もあるので詳細はお問い合わせ下さい","{'note': {}, 'line': 'ＪＲ', 'walk': '徒歩4', 'station': '渋谷駅', 'station_exit': {}}",2500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3074,6413574,Cafe＆Grill SIZZLe GAZZLe 渋谷ヒカリエ店 ,35.655786,139.7067,〒150-0002 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ7F,http://mobile.gnavi.co.jp/shop/6413574/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},月～日 ランチ：11:00～15:00(L.O.14:45)<BR>月～日 ティー：15:00～17:00<BR>月～土 ディナー：17:00～23:30(L.O.23:00)<BR>日 ディナー：17:00～23:00(L.O.22:30),無,"{'note': {}, 'line': '東京メトロ副都心線', 'walk': '徒歩1', 'station': '渋谷駅', 'station_exit': '15番口'}",1830,860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
