,0,1,2,3,4,5,6,7,8,9,10
2863,COZMO’S CAFE＆BAR ,35.657625,139.708939,http://mobile.gnavi.co.jp/shop/5855132/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, (18:00オープン),毎週月曜日,"{'line': '東京メトロ副都心線', 'station_exit': '13a口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2864,ゆで太郎 渋谷宮益坂店 ,35.656503,139.707761,http://mobile.gnavi.co.jp/shop/5671112/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 24時間営業,年中無休,"{'line': '東京メトロ副都心線', 'station_exit': '12番口', 'walk': '徒歩2', 'note': {}, 'station': '渋谷駅'}",{},{},"['そば', {'@attributes': {'order': '1'}}]"
2865,BAR Hasegawa Style ,35.653422,139.699231,http://mobile.gnavi.co.jp/shop/6070525/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ：11:30～14:00<BR>月～金 バー：19:00～翌05:00<BR>土・日・祝日 バー：19:00～24:00,不定休日あり,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2866,キーフェルグローバルクラブ ,35.655803,139.702158,http://mobile.gnavi.co.jp/shop/5855099/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '2番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2867,デュヌ ラルテ 表参道本店 ,35.664142,139.710133,http://mobile.gnavi.co.jp/shop/6985944/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:00～20:00,不定休日あり,"{'line': '東京メトロ副都心線', 'station_exit': 'エレベーター専用口', 'walk': '徒歩3', 'note': {}, 'station': '明治神宮前駅'}",{},{},"['パン屋・サンドイッチ', {'@attributes': {'order': '1'}}]"
2868,くいしんぼ　渋谷センター街店 ,35.656739,139.703347,http://mobile.gnavi.co.jp/shop/6372420/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:00～24:00(L.O.23:30),{},"{'line': '東京メトロ半蔵門線', 'station_exit': '6番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['ハンバーグ', {'@attributes': {'order': '1'}}]"
2869,渋谷 Bar foxy ,35.657075,139.699975,http://mobile.gnavi.co.jp/shop/6035384/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, (19:00～ラスト),{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2870,Gentle Belief ,35.667233,139.7221,http://mobile.gnavi.co.jp/shop/7057229/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ銀座線', 'station_exit': '1b口', 'walk': '徒歩1', 'note': {}, 'station': '外苑前駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2871,Cafe Takagi Klavier ,35.655872,139.696503,http://mobile.gnavi.co.jp/shop/6300236/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},火～日・祝日 11:00～22:30,毎週月曜日,"{'line': '京王井の頭線', 'station_exit': '北口', 'walk': '徒歩3', 'note': {}, 'station': '神泉駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2872,FRICK ,35.659133,139.721083,http://mobile.gnavi.co.jp/shop/6037329/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},火～土 18:00～23:30(L.O.22:00)<BR>日・祝日 18:00～22:00(L.O.21:00),毎週月曜日,"{'line': '東京メトロ千代田線', 'station_exit': 'A5口', 'walk': '徒歩7', 'note': {}, 'station': '表参道駅'}",{},{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
2873,Cafe Flattie The Kitchen ,35.671164,139.714711,http://mobile.gnavi.co.jp/shop/6959303/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:30～16:00(L.O.15:15)(ランチタイム)、(ディナー　18:00～),毎週土・日曜日 祝日,"{'line': '東京メトロ副都心線', 'station_exit': '2番口', 'walk': '徒歩9', 'note': {}, 'station': '北参道駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2874,クチューム 青山店 ,35.659278,139.715289,http://mobile.gnavi.co.jp/shop/7065631/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ千代田線', 'station_exit': 'B1口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2875,エンボカ青山 ,35.659914,139.717453,http://mobile.gnavi.co.jp/shop/7182025/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ千代田線', 'station_exit': 'A5口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",{},{},"['オーガニック料理', {'@attributes': {'order': '1'}}]"
2876,東急百貨店東横店 妻家房 ,35.655444,139.704092,http://mobile.gnavi.co.jp/shop/6768072/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ銀座線', 'station_exit': 'ハチ公口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['韓国料理', {'@attributes': {'order': '1'}}]"
2877,FIAT CAFFE SHOTO ,35.657553,139.692119,http://mobile.gnavi.co.jp/shop/7015763/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 10:00～18:00,毎週火曜日,"{'line': '京王井の頭線', 'station_exit': '北口', 'walk': '徒歩1', 'note': {}, 'station': '神泉駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2878,蓬莱 HORAI ,35.660333,139.712631,http://mobile.gnavi.co.jp/shop/6361435/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ千代田線', 'station_exit': 'B2口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",{},{},"['中華料理', {'@attributes': {'order': '1'}}]"
2879,桜ん坊 お好み焼き ,35.653222,139.704167,http://mobile.gnavi.co.jp/shop/6329266/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': 'ＪＲ埼京線', 'station_exit': '西口', 'walk': '徒歩2', 'note': {}, 'station': '渋谷駅'}",{},{},"['お好み焼き', {'@attributes': {'order': '1'}}]"
2880,Shiroichi Shibuya ,35.660894,139.702406,http://mobile.gnavi.co.jp/shop/6203345/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:00～22:00,不定休日あり,"{'line': '東京メトロ副都心線', 'station_exit': '13番口', 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",{},{},"['ケーキ屋・スイーツ', {'@attributes': {'order': '1'}}]"
2881,ヨダか ,35.66285,139.708708,http://mobile.gnavi.co.jp/shop/7237606/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ副都心線', 'station_exit': '神宮前交差点方面改札口', 'walk': '徒歩4', 'note': {}, 'station': '明治神宮前駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2882,酒処 えのき ,35.656625,139.704714,http://mobile.gnavi.co.jp/shop/7151535/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '7番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2883,レストラン 二合目 ,35.660031,139.697925,http://mobile.gnavi.co.jp/shop/6192980/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩8', 'note': {}, 'station': '渋谷駅'}",{},{},"['定食・食事処', {'@attributes': {'order': '1'}}]"
2884,cafe amber ,35.657503,139.702689,http://mobile.gnavi.co.jp/shop/1052543/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2885,PIERRE HERME PARIS 青山 ,35.659656,139.712694,http://mobile.gnavi.co.jp/shop/6185117/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:00～20:00(1F Boutique)<BR>月～日 12:00～20:00(L.O.19:30)(2F　Bar chocolat),{},"{'line': '東京メトロ千代田線', 'station_exit': 'B2口', 'walk': '徒歩3', 'note': {}, 'station': '表参道駅'}",1000,{},"['ケーキ屋・スイーツ', {'@attributes': {'order': '1'}}]"
2886,amankula Tokyo ,35.660358,139.715692,http://mobile.gnavi.co.jp/shop/7260038/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 08:00～21:00,不定休日あり,"{'line': '東京メトロ千代田線', 'station_exit': 'B3口', 'walk': '徒歩1', 'note': {}, 'station': '表参道駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2887,ホープ軒 ,35.673269,139.715694,http://mobile.gnavi.co.jp/shop/6299397/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝日 24時間営業,年中無休,"{'line': '都営大江戸線（環状部）', 'station_exit': 'A3口', 'walk': '徒歩5', 'note': {}, 'station': '国立競技場駅'}",{},{},"['ラーメン', {'@attributes': {'order': '1'}}]"
2888,やよい軒 渋谷新南口店 ,35.652933,139.70755,http://mobile.gnavi.co.jp/shop/5030442/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 05:00～翌03:00,{},"{'line': 'ＪＲ埼京線', 'station_exit': '新南口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['定食・食事処', {'@attributes': {'order': '1'}}]"
2889,一軒め酒場 渋谷井の頭通り店 ,35.65815,139.700981,http://mobile.gnavi.co.jp/shop/7227687/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 16:00～翌08:00,無,"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2890,神戸屋キッチン 東急東横店 ,35.655444,139.704092,http://mobile.gnavi.co.jp/shop/6129220/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 07:00～21:00<BR>土・日・祝日 07:30～21:00,{},"{'line': '東京メトロ銀座線', 'station_exit': 'ハチ公口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['パン屋・サンドイッチ', {'@attributes': {'order': '1'}}]"
2891,かに道楽 渋谷公園通り店 ,35.657914,139.703417,http://mobile.gnavi.co.jp/shop/6193164/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:30～23:00(L.O.22:30),無,"{'line': '東京メトロ半蔵門線', 'station_exit': '3番口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['かに料理', {'@attributes': {'order': '1'}}]"
2892,NORTH VILLAGE 道玄坂店 ,35.65575,139.700461,http://mobile.gnavi.co.jp/shop/7100285/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '1番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['カフェ', {'@attributes': {'order': '1'}}]"
2893,和幸 メトロプラザビル渋谷店 ,35.658236,139.705806,http://mobile.gnavi.co.jp/shop/5421024/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 11:00～22:00(L.O.21:30),不定休日あり<BR>※元日・その他施設定休日,"{'line': '東京メトロ副都心線', 'station_exit': '13番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['ファミリーレストラン', {'@attributes': {'order': '1'}}]"
2894,Bar Vincent ,35.6633,139.728008,http://mobile.gnavi.co.jp/shop/6183805/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 20:00～翌02:00<BR>土・日・祝日 20:00～24:00,年中無休,"{'line': '東京メトロ千代田線', 'station_exit': '5番口', 'walk': '徒歩2', 'note': {}, 'station': '乃木坂駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2895,くし焼き 狄 青山店 ,35.667978,139.720464,http://mobile.gnavi.co.jp/shop/5028007/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 17:00～23:30(L.O.23:00),{},"{'line': '東京メトロ銀座線', 'station_exit': '3番口', 'walk': '徒歩1', 'note': {}, 'station': '外苑前駅'}",{},{},"['串焼き', {'@attributes': {'order': '1'}}]"
2896,結城 ,35.667397,139.710425,http://mobile.gnavi.co.jp/shop/5319377/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ副都心線', 'station_exit': '神宮前交差点方面改札口', 'walk': '徒歩4', 'note': {}, 'station': '明治神宮前駅'}",{},{},"['割烹', {'@attributes': {'order': '1'}}]"
2897,エイト コーヒー ,35.668167,139.725208,http://mobile.gnavi.co.jp/shop/7107702/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3番口', 'walk': '徒歩4', 'note': {}, 'station': '青山一丁目駅'}",{},{},"['コーヒー', {'@attributes': {'order': '1'}}]"
2898,カフェレストラン フィガロ ,35.659722,139.718983,http://mobile.gnavi.co.jp/shop/6847925/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝日 カフェ：10:30～22:00(L.O.21:30)<BR>月～日・祝日 昼食：11:30～15:00(L.O.15:00)<BR>月～日・祝日 ディナー：18:00～22:30(L.O.21:30),無,"{'line': '東京メトロ千代田線', 'station_exit': 'A5口', 'walk': '徒歩4', 'note': {}, 'station': '表参道駅'}",{},{},"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
2899,渋谷 宮益坂 とんがらし ,35.656844,139.707922,http://mobile.gnavi.co.jp/shop/6063716/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ副都心線', 'station_exit': '12番口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2900,マルシェドゥメトロ ,35.661825,139.715067,http://mobile.gnavi.co.jp/shop/5524031/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",{},{},"[{'@attributes': {'order': '0'}}, {'@attributes': {'order': '1'}}]"
2901,魚料理 のじま ,35.652183,139.709214,http://mobile.gnavi.co.jp/shop/0046783/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': 'ＪＲ埼京線', 'station_exit': '新南口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['シーフード料理', {'@attributes': {'order': '1'}}]"
2902,金王庵 ,35.653667,139.700575,http://mobile.gnavi.co.jp/shop/5284409/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",{},{},"['そば', {'@attributes': {'order': '1'}}]"
2903,国境の南 ,35.656989,139.699736,http://mobile.gnavi.co.jp/shop/6169368/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝日 19:00～翌03:00,{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2904,PRISMA ,35.658219,139.719706,http://mobile.gnavi.co.jp/shop/6299889/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 18:00～21:30(L.O.21:30),毎週水曜日,"{'line': '東京メトロ千代田線', 'station_exit': 'A5口', 'walk': '徒歩7', 'note': {}, 'station': '表参道駅'}",{},{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
2905,鎌倉 松原庵 欅 ,35.666339,139.707067,http://mobile.gnavi.co.jp/shop/6307788/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝日 11:30～23:30(L.O.22:30),無<BR>※ビル休館日を除く,"{'line': '東京メトロ千代田線', 'station_exit': '3番口', 'walk': '徒歩1', 'note': {}, 'station': '明治神宮前駅'}",{},{},"['そば', {'@attributes': {'order': '1'}}]"
2906,ゆで太郎 南青山1丁目店 ,35.668297,139.7292,http://mobile.gnavi.co.jp/shop/6127058/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 07:00～22:00<BR>土・日・祝日 07:00～15:00,年中無休,"{'line': '東京メトロ半蔵門線', 'station_exit': '4番口(南)', 'walk': '徒歩2', 'note': {}, 'station': '青山一丁目駅'}",{},{},"['そば', {'@attributes': {'order': '1'}}]"
2907,とりビアー 渋谷文化村通り店 ,35.656686,139.702336,http://mobile.gnavi.co.jp/shop/7227341/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['鶏料理(鳥料理)', {'@attributes': {'order': '1'}}]"
2908,BAR CUT ,35.656417,139.717694,http://mobile.gnavi.co.jp/shop/7172537/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 20:00～24:00,毎週土・日曜日,"{'line': '東京メトロ千代田線', 'station_exit': 'B1口', 'walk': '徒歩9', 'note': {}, 'station': '表参道駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2909,BAR日知屋 ,35.653772,139.700294,http://mobile.gnavi.co.jp/shop/6273398/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2910,ちょいマス ,35.653167,139.704306,http://mobile.gnavi.co.jp/shop/5145378/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ銀座線', 'station_exit': '西口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2911,ミュージアム1999 Leau a la bouche ,35.656022,139.716022,http://mobile.gnavi.co.jp/shop/5841015/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～14:00(L.O.14:00)<BR>月～日 ディナー：18:00～21:00(L.O.21:00),{},"{'line': '東京メトロ千代田線', 'station_exit': 'B1口', 'walk': '徒歩8', 'note': {}, 'station': '表参道駅'}",12000,{},"['フレンチ(フランス料理)', {'@attributes': {'order': '1'}}]"
2912,BAR VESPER 渋谷店 ,35.654339,139.702428,http://mobile.gnavi.co.jp/shop/6212216/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土・祝日 19:00～翌03:00(L.O.03:00),毎週日曜日,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2913,野川 ,35.656811,139.704725,http://mobile.gnavi.co.jp/shop/5145458/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '7番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2914,GIOTTO 渋谷Hikarie ShinQs店 ,35.655786,139.7067,http://mobile.gnavi.co.jp/shop/6404874/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, カフェ：10:00～21:00(L.O.20:30),{},"{'line': '東京メトロ副都心線', 'station_exit': '15番口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['ケーキ屋・スイーツ', {'@attributes': {'order': '1'}}]"
2915,Amore e Vita ,35.666439,139.718597,http://mobile.gnavi.co.jp/shop/6207859/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 11:45～14:00(L.O.14:00)<BR>月～土 19:00～翌01:00(L.O.01:00),毎週日曜日 祝日,"{'line': '東京メトロ銀座線', 'station_exit': '3番口', 'walk': '徒歩3', 'note': {}, 'station': '外苑前駅'}",{},{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
2916,D‐bar ,35.655503,139.699894,http://mobile.gnavi.co.jp/shop/7014601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 21:00～翌09:00,不定休日あり,"{'line': '東京メトロ半蔵門線', 'station_exit': '1番口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2917,ツル ,35.655297,139.701619,http://mobile.gnavi.co.jp/shop/5030299/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['定食・食事処', {'@attributes': {'order': '1'}}]"
2918,ゴーゴーカレー 渋谷宇田川町店 ,35.658636,139.700994,http://mobile.gnavi.co.jp/shop/5656948/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 10:55～22:55,年中無休,"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",{},{},"['カレーライス', {'@attributes': {'order': '1'}}]"
2919,FRESHNESS BURGER 文化村通店 ,35.657075,139.699975,http://mobile.gnavi.co.jp/shop/5446688/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['ハンバーガー', {'@attributes': {'order': '1'}}]"
2920,らーめん 風来居 ,35.656797,139.698375,http://mobile.gnavi.co.jp/shop/5837528/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",{},{},"['ラーメン', {'@attributes': {'order': '1'}}]"
2921,黒毛和牛 肉の楽園 ,35.657997,139.701764,http://mobile.gnavi.co.jp/shop/6216003/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 居酒屋タイム：17:00～翌01:00<BR>土・日・祝日 居酒屋タイム：15:00～翌01:00<BR>金・土・祝前日 居酒屋タイム：15:00～翌03:00,{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",{},{},"['鉄板焼き', {'@attributes': {'order': '1'}}]"
2922,FRESHNESS BURGER キャットストリート店 ,35.661308,139.706178,http://mobile.gnavi.co.jp/shop/5446682/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ副都心線', 'station_exit': '13番口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",{},{},"['ハンバーガー', {'@attributes': {'order': '1'}}]"
2923,しぶ谷やました ,35.656764,139.701181,http://mobile.gnavi.co.jp/shop/6751811/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",{},{},"['寿司', {'@attributes': {'order': '1'}}]"
2924,ちぐはぐ ,35.659503,139.698486,http://mobile.gnavi.co.jp/shop/6113930/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩7', 'note': {}, 'station': '渋谷駅'}",{},{},"['居酒屋', {'@attributes': {'order': '1'}}]"
2925,SACANOVA GRAN ,35.658914,139.701008,http://mobile.gnavi.co.jp/shop/6094592/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：12:00～14:30(L.O.14:00)<BR>月～日 ディナー：17:30～24:00(L.O.23:30),不定休日あり,"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
2926,Bar まいどおおきに ,35.658014,139.699619,http://mobile.gnavi.co.jp/shop/6147840/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': '東京メトロ半蔵門線', 'station_exit': '3a口', 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",{},{},"['バー', {'@attributes': {'order': '1'}}]"
